SOURCE_SHEET,ROW_TYPE,VT_TEMPLATE_NAME_TXT,VT_VIEW_TYPE_TXT,VT_DISCIPLINE_TXT,VT_VISUAL_STYLE_TXT,VT_DETAIL_LEVEL_TXT,VT_SCALE_TXT,VT_SHADOWS_BOOL,VT_AMBIENT_OCCLUSION_BOOL,VT_SILHOUETTES_BOOL,VT_FILTERS_APPLIED_TXT,VT_PHASE_FILTER_TXT,VT_PURPOSE_TXT,VT_BACKGROUND_IMAGE_TXT,VT_COLOR_SCHEME_TXT,VT_CREATED_BY_TXT,VT_DATE_CREATED_TXT,VT_LAST_MODIFIED_TXT,VT_STATUS_TXT,VT_ISO_COMPLIANCE_TXT,Category: Views,SYS_NAME_TXT,SYS_ABBREVIATION_TXT,SYS_CODE_TXT,SYS_CLASSIFICATION_TXT,SYS_MEDIUM_TXT,SYS_TEMPERATURE_NR,SYS_PRESSURE_NR,SYS_DESIGN_VELOCITY_TXT,COLOR_R_INT,COLOR_G_INT,COLOR_B_INT,SYS_LINE_WEIGHT_INT,SYS_LINE_STYLE_TXT,SYS_MATERIAL_STANDARD_TXT,SYS_INSULATION_TYPE_TXT,SYS_APPLICABLE_STANDARDS_TXT,Category: Duct Systems / Pipe Systems,FLT_NAME_TXT,FLT_CATEGORIES_TXT,FLT_RULES_TXT,FLT_LINE_COLOR_R_INT,FLT_LINE_COLOR_G_INT,FLT_LINE_COLOR_B_INT,FLT_LINE_WEIGHT_INT,FLT_SURFACE_PATTERN_TXT,FLT_CUT_PATTERN_TXT,FLT_TRANSPARENCY_INT,FLT_USED_IN_TEMPLATES_TXT,FLT_STATUS_TXT,LS_NAME_TXT,LS_WEIGHT_INT,LS_PATTERN_TXT,USAGE_TXT,LS_STATUS_TXT,Category: Lines / Detail Items,PH_NAME_TXT,PH_NUMBER_INT,PH_DESCRIPTION_TXT,PH_START_DATE_TXT,PH_END_DATE_TXT,PH_STATUS_TXT,Category: Project Information,WS_NAME_TXT,WS_DISCIPLINE_TXT,WS_TYPE_TXT,WS_OWNER_TXT,WS_DESCRIPTION_TXT,WS_EDITABLE_DEFAULT_BOOL,WS_VISIBLE_DEFAULT_BOOL,TS_NAME_TXT,TS_FONT_NAME_TXT,TS_FONT_SIZE_NR,TS_BOLD_BOOL,TS_ITALIC_BOOL,TS_UNDERLINE_BOOL,TS_WIDTH_FACTOR_NR,TS_STATUS_TXT,Category: Text Notes / Annotations,DS_NAME_TXT,DS_TYPE_TXT,DS_TEXT_SIZE_NR,DS_TEXT_FONT_TXT,DS_TICK_MARK_TXT,DS_TICK_SIZE_NR,DS_UNITS_FORMAT_TXT,DS_PRECISION_TXT,Category: Dimensions / Spot Elevations,BI_FILENAME_TXT,BI_DIMENSIONS_TXT,BI_TOP_COLOR_TXT,BI_BOTTOM_COLOR_TXT,BI_GRADIENT_TYPE_TXT,BI_FILE_LOCATION_TXT,BI_USED_IN_TEMPLATES_TXT,BI_CREATED_DATE_TXT,BI_STATUS_TXT,OS_CATEGORY_TXT,OS_SUBCATEGORY_TXT,OS_PROJECTION_WEIGHT_INT,OS_CUT_WEIGHT_INT,OS_PATTERN_TXT,OS_MATERIAL_TXT,Category: Walls / Floors / Roofs,CP_PALETTE_NAME_TXT,CP_ELEMENT_TYPE_TXT,CP_HEX_CODE_TXT,CP_USE_CASE_TXT,CP_STYLE_TXT,MA_ELEMENT_CATEGORY_TXT,MA_ELEMENT_NAME_TXT,MA_TEMPLATE_COMPLIANCE_TXT,MA_LAST_REVIEWED_DATE_TXT,MA_REVIEWED_BY_TXT,MA_ISSUES_FOUND_TXT,MA_ACTION_REQUIRED_TXT,MA_PRIORITY_TXT,MA_STATUS_TXT,MA_NOTES_TXT,SPARE_PARAM_01_TXT,SPARE_PARAM_02_TXT,SPARE_PARAM_03_TXT,SPARE_PARAM_04_NR,SPARE_PARAM_05_INT,Category: Generic Models,PARAMETER_NAME,GUID,DATATYPE,GROUP,DESCRIPTION,Template_Name,View_Type,Discipline,Scale,Detail_Level,Visual_Style,Show_Hidden,Shadows,Ambient_Shadows,Silhouettes,Phase_Filter,VG_Scheme,Filters_Applied,Default_Workset,View_Range,Underlay,Show_Grids,Show_Levels,Show_Sections,Background_R,Background_G,Background_B,Purpose,ISO_Code,Style_Reference,Sketchy_Lines,Transparency,Background_Type,Exposure,Saturation,Contrast,White_Point,Filters,Schedule Name,Category,Fields,Sorting,Formulas,Header_Color,Text_Color,Background_Color
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORK_Plan_100_QA,FloorPlan,Coordination,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,QA Check,QA Missing Params;QA Warnings,SHARED-VIEWS,Standard,,Yes,Yes,Yes,255.0,255.0,255.0,QA QC working view,W-QA,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORK_3D_Modeling,3D,Coordination,1:100,Medium,Shading,No,No,No,No,Show All,Working 3D,Status All,SHARED-VIEWS,,,Yes,Yes,No,255.0,255.0,255.0,3D modeling view,W-3D,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORK_3D_Review,3D,Coordination,1:100,Medium,Shading,No,No,No,No,Show Complete,Review 3D,For Review;Pending,SHARED-VIEWS,,,Yes,Yes,No,240.0,240.0,200.0,Design review view,W-REV,,,,,,,,,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Exterior_Day_Realistic,3D,,1:100,Fine,Realistic,,Yes,Yes,Yes,,Realistic Materials,,,,,,,,200.0,220.0,245.0,Daylight exterior render,,Warm_Amber_Cozy,No,0.0,Gradient,0.0,15.0,10.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Exterior_Day_Shaded,3D,,1:100,Fine,Shading,,Yes,Yes,Yes,,Grayscale Shadows,,,,,,,,220.0,235.0,250.0,Professional shaded exterior,,Grayscale_Professional,No,0.0,Gradient,0.0,0.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Exterior_Dusk,3D,,1:100,Fine,Realistic,,Yes,Yes,Yes,,Realistic Materials,,,,,,,,180.0,150.0,140.0,Dusk atmosphere render,,Dramatic_Dusk_Purple,No,0.0,Gradient,0.0,20.0,15.0,4500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Exterior_Night,3D,,1:100,Fine,Realistic,,Yes,Yes,Yes,,Realistic Materials,,,,,,,,20.0,30.0,50.0,Night illumination render,,Dramatic_Night_View,No,0.0,Gradient,10.0,10.0,20.0,3500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Exterior_Overcast,3D,,1:100,Fine,Shading,,Yes,Yes,No,,Grayscale Shadows,,,,,,,,200.0,205.0,215.0,Overcast day render,,Cool_Steel_Industrial,No,0.0,Gradient,0.0,-5.0,5.0,6000.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Exterior_Golden_Hour,3D,,1:100,Fine,Realistic,,Yes,Yes,Yes,,Realistic Materials,,,,,,,,255.0,200.0,150.0,Golden hour dramatic,,Warm_Sunset_Golden,No,0.0,Gradient,5.0,25.0,15.0,4000.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Interior_Bright,3D,,,Fine,Realistic,,Yes,Yes,Yes,,Interior Render,,,,,,,,255.0,255.0,255.0,Bright interior visualization,,Scandi_White_Wood,No,0.0,Solid,0.0,5.0,0.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Interior_Warm,3D,,,Fine,Realistic,,Yes,Yes,Yes,,Interior Render,,,,,,,,252.0,248.0,242.0,Warm cozy interior,,Warm_Amber_Cozy,No,0.0,Solid,0.0,15.0,5.0,5500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Interior_Cool,3D,,,Fine,Realistic,,Yes,Yes,Yes,,Interior Render,,,,,,,,250.0,252.0,255.0,Cool modern interior,,Cool_Blue_Corporate,No,0.0,Solid,0.0,0.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Interior_Evening,3D,,,Fine,Realistic,,Yes,Yes,Yes,,Interior Render,,,,,,,,245.0,235.0,220.0,Evening atmosphere interior,,Warm_Amber_Cozy,No,0.0,Solid,5.0,20.0,10.0,4000.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_ISO_Grayscale,3D,,1:100,Fine,Shading,,Yes,Yes,Yes,,Grayscale Shadows,,,,,,,,240.0,240.0,240.0,Grayscale isometric diagram,,Grayscale_Professional,No,0.0,Solid,0.0,0.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_ISO_White_Shadow,3D,,1:100,Fine,Shading,,Yes,Yes,Yes,,Grayscale Shadows,,,,,,,,255.0,255.0,255.0,Clean white isometric,,White_Background_Clean,No,0.0,Solid,0.0,0.0,0.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_ISO_Black_White,3D,,1:100,Fine,HiddenLine,,No,No,Yes,,High Contrast,,,,,,,,0.0,0.0,0.0,High contrast black-white,,Black_White_High_Contrast,No,0.0,Solid,0.0,0.0,30.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_ISO_Pastel_Pink,3D,,1:100,Fine,ConsistentColors,,No,No,Yes,,Pastel Override,,,,,,,,255.0,240.0,245.0,Soft pink isometric,,Pastel_Soft_Pink,No,30.0,Gradient,0.0,10.0,0.0,6500.0,Building_Pink,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_ISO_Pastel_Blue,3D,,1:100,Fine,ConsistentColors,,No,No,Yes,,Pastel Override,,,,,,,,230.0,245.0,255.0,Cool blue isometric,,Cool_Cyan_Tech,No,25.0,Gradient,0.0,5.0,0.0,6500.0,Building_Blue,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_ISO_Earth_Tones,3D,,1:100,Fine,Shading,,Yes,Yes,No,,Earth Tones,,,,,,,,235.0,240.0,230.0,Earth tone isometric,,Earth_Olive_Green,No,0.0,Gradient,0.0,10.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_ISO_Yellow_Bold,3D,,1:100,Fine,Shading,,Yes,Yes,No,,Yellow Override,,,,,,,,0.0,0.0,0.0,Bold yellow on black,,Vibrant_Yellow_Bold,No,0.0,Solid,5.0,30.0,20.0,6500.0,Building_Yellow,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_ISO_Coral_Vibrant,3D,,1:100,Fine,ConsistentColors,,No,No,Yes,,Coral Override,,,,,,,,255.0,220.0,210.0,Vibrant coral isometric,,Vibrant_Coral_Pink,No,20.0,Gradient,0.0,20.0,10.0,6500.0,Building_Coral,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_ISO_Teal_Mint,3D,,1:100,Fine,ConsistentColors,,No,No,Yes,,Teal Override,,,,,,,,200.0,250.0,245.0,Fresh teal isometric,,Vibrant_Teal_Modern,No,15.0,Gradient,0.0,15.0,5.0,6500.0,Building_Teal,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Section_3D_Realistic,3D,,1:50,Fine,Realistic,,Yes,Yes,Yes,,Section Perspective,,,,,,,,255.0,255.0,255.0,Realistic section cut,,Warm_Amber_Cozy,No,0.0,Solid,0.0,10.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Section_3D_Diagram,3D,,1:50,Fine,Shading,,Yes,Yes,Yes,,Section Diagram,,,,,,,,250.0,250.0,250.0,Diagrammatic section,,Grayscale_Professional,No,0.0,Solid,0.0,0.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Section_3D_Colored,3D,,1:50,Fine,ConsistentColors,,No,No,Yes,,Section Color Coded,,,,,,,,240.0,255.0,248.0,Color-coded section,,Pastel_Mint_Fresh,No,20.0,Solid,0.0,5.0,0.0,6500.0,Room_Colors,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Elevation_Shaded,Elevation,,1:100,Medium,Shading,,Yes,Yes,Yes,,Elevation Shaded,,,,,,,,255.0,255.0,255.0,Shaded elevation,,Grayscale_Professional,No,0.0,Solid,0.0,0.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Elevation_Shadow_Study,Elevation,,1:100,Medium,HiddenLine,,Yes,Yes,No,,Shadow Study,,,,,,,,255.0,255.0,255.0,Shadow study elevation,,White_Background_Clean,No,0.0,Solid,0.0,0.0,0.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Elevation_Materials,Elevation,,1:50,Fine,Realistic,,Yes,Yes,Yes,,Realistic Materials,,,,,,,,250.0,248.0,245.0,Material study elevation,,Earth_Terracotta,No,0.0,Solid,0.0,10.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Elevation_Monochrome,Elevation,,1:100,Medium,HiddenLine,,No,No,Yes,,Monochrome,,,,,,,,255.0,255.0,255.0,High contrast elevation,,Black_White_High_Contrast,No,0.0,Solid,0.0,0.0,20.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Plan_Rendered,FloorPlan,,1:100,Medium,Shading,,Yes,No,No,,Rendered Plan,,,,,,,,255.0,255.0,255.0,Furniture rendered plan,,Scandi_Greige,No,0.0,Solid,0.0,5.0,0.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Plan_Color_Rooms,FloorPlan,,1:100,Medium,HiddenLine,,No,No,No,,Room Color Fill,,,,,,,,255.0,255.0,255.0,Room-coded plan,,Pastel_Cool_Purple,No,0.0,Solid,0.0,0.0,0.0,6500.0,Room_Color_Scheme,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Plan_Material_Study,FloorPlan,,1:50,Fine,Shading,,No,No,No,,Materials,,,,,,,,255.0,255.0,255.0,Material floor plan,,Earth_Desert_Sand,No,0.0,Solid,0.0,10.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Plan_Diagram_BW,FloorPlan,,1:200,Coarse,HiddenLine,,No,No,No,,Diagram,,,,,,,,255.0,255.0,255.0,Diagrammatic plan,,Black_White_High_Contrast,No,0.0,Solid,0.0,0.0,20.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Plan_Poché,FloorPlan,,1:100,Medium,HiddenLine,,No,No,No,,Poché,,,,,,,,255.0,255.0,255.0,Poché plan with wall fill,,Charcoal_Sketch,No,0.0,Solid,0.0,0.0,10.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Concept_Sketch,3D,,1:100,Medium,Shading,,Yes,Yes,Yes,,Sketch Style,,,,,,,,250.0,248.0,245.0,Hand-drawn aesthetic,,Charcoal_Sketch,Yes,0.0,Solid,0.0,-5.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Concept_Watercolor,3D,,1:100,Medium,Shading,,Yes,Yes,No,,Watercolor Style,,,,,,,,250.0,252.0,255.0,Watercolor effect,,Watercolor_Soft,Yes,25.0,Gradient,0.0,10.0,0.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Concept_Collage,3D,,1:100,Medium,Shading,,Yes,No,Yes,,Collage Style,,,,,,,,245.0,240.0,235.0,Collage aesthetic,,Collage_Textured,Yes,10.0,Image,0.0,5.0,0.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Concept_Massing,3D,,1:200,Coarse,Shading,,Yes,Yes,No,,Massing Study,,,,,,,,230.0,245.0,255.0,Massing model view,,Cool_Cyan_Tech,No,30.0,Gradient,0.0,0.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Site_Aerial,3D,,1:500,Coarse,Realistic,,Yes,Yes,No,,Site Context,,,,,,,,200.0,220.0,240.0,Aerial site view,,Earth_Olive_Green,No,0.0,Gradient,0.0,15.0,10.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Site_Context,3D,,1:200,Medium,Shading,,Yes,Yes,No,,Site Context,,,,,,,,220.0,235.0,250.0,Site context view,,Earth_Desert_Sand,No,0.0,Gradient,0.0,10.0,5.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Site_Masterplan,FloorPlan,,1:500,Coarse,HiddenLine,,No,No,No,,Site Plan,,,,,,,,255.0,255.0,255.0,Masterplan presentation,,Pastel_Mint_Fresh,No,0.0,Solid,0.0,0.0,0.0,6500.0,,,,,,,,,
PRESENTATION_TEMPLATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_Exploded_Diagram,3D,,1:100,Fine,Shading,,No,No,Yes,,Exploded Diagram,,,,,,,,255.0,255.0,255.0,Exploded axonometric,,Grayscale_Professional,No,0.0,Solid,0.0,0.0,5.0,6500.0,,,,,,,,,
